2021-06-02 13:41:38,161 ⚜️  Cartomancer 🗺  〉 WARNING 〉 {'name': '', 'yelp': '', 'email': '', 'houzz': '', 'owner': '', 'party': '1', 'phone': '', 'dining': '1', 'unlist': '', 'address': '211 East Commercial', 'contact': '', 'twitter': '', 'website': '', 'youtube': '', 'category': 'Shopping', 'facebook': '', 'linkedin': '', 'shopping': '1', 'instagram': '', 'pinterest': '', 'hot-drinks': '1', 'hard-drinks': '', 'tripadvisor': '', 'reverbnation': ''}
2021-06-02 14:21:44,477 ⚜️  Cartomancer 🗺  〉 WARNING 〉 {'name': "Big Momma's", 'yelp': '', 'email': 'momma@bigmommascoffee.com', 'houzz': '', 'owner': '', 'party': '1', 'phone': '(417) 865-9911', 'dining': '1', 'unlist': '', 'address': '217 East Commercial', 'contact': 'Lyle Foster, Justin Foster, Joe Terry, Christiano Belotti', 'twitter': '', 'website': 'https://www.bigmommascoffee.com', 'youtube': '', 'category': 'Food and Drink', 'facebook': 'https://www.facebook.com/BigMommasCoffee/', 'linkedin': '', 'shopping': '', 'instagram': '', 'pinterest': '', 'hot-drinks': '1', 'hard-drinks': '', 'tripadvisor': '', 'reverbnation': ''}
2021-06-02 14:21:44,478 ⚜️  Cartomancer 🗺  〉 WARNING 〉 {'name': 'Blu Styles', 'yelp': '', 'houzz': '', 'phone': '(417) 227-0001', 'unlist': '', 'address': '223 East Commercial', 'twitter': '', 'website': 'https://www.blustylesbarbershop.com', 'youtube': '', 'category': 'Services', 'facebook': 'https://www.facebook.com/blustylesbarbershop/', 'linkedin': '', 'instagram': 'https://www.instagram.com/blustylesbarbershop', 'pinterest': '', 'tripadvisor': '', 'reverbnation': ''}
2021-06-02 14:21:44,478 ⚜️  Cartomancer 🗺  〉 WARNING 〉 {'name': 'Café Cusco', 'yelp': 'https://www.yelp.com/biz/cafe-cusco-springfield', 'email': 'info@cafecusco.com', 'houzz': '', 'owner': 'Café Cusco, LLC', 'party': '1', 'phone': '(417) 868-8088', 'dining': '1', 'unlist': '', 'address': '234 East Commercial', 'contact': 'Joe Gidman, Claire Gidman, Caity Joyce', 'twitter': '', 'website': 'https://www.cafecusco.com', 'youtube': '', 'category': 'Food and Drink', 'facebook': 'https://www.facebook.com/CafeCusco/', 'linkedin': '', 'shopping': '', 'instagram': 'https://www.instagram.com/cafecusco', 'pinterest': '', 'hot-drinks': '', 'hard-drinks': '1', 'tripadvisor': 'https://www.tripadvisor.com/4663961', 'reverbnation': ''}
2021-06-02 14:21:44,478 ⚜️  Cartomancer 🗺  〉 WARNING 〉 {'name': 'GLO Center', 'yelp': '', 'houzz': '', 'phone': '(417) 869-3978', 'unlist': '', 'address': '518 East Commercial', 'twitter': '', 'website': 'https://www.glocenter.org', 'youtube': '', 'category': 'Non-Profit', 'facebook': 'https://www.facebook.com/theglocenter/', 'linkedin': '', 'instagram': '', 'pinterest': '', 'tripadvisor': '', 'reverbnation': ''}
2021-06-02 14:21:44,479 ⚜️  Cartomancer 🗺  〉 WARNING 〉 Making a new category for non-profit.
2021-06-02 14:21:44,504 ⚜️  Cartomancer 🗺  〉 WARNING 〉 We made a new category object named non-profit.
2021-06-02 14:21:44,505 ⚜️  Cartomancer 🗺  〉 WARNING 〉 {'name': 'Trail Labs', 'yelp': '', 'email': 'info@traillabs.com', 'houzz': '', 'owner': '', 'phone': '(417) 324-7901', 'dining': '', 'unlist': '', 'address': '422 West Commercial', 'contact': '', 'twitter': '', 'website': '', 'youtube': '', 'category': 'Manufacturing', 'facebook': 'https://www.facebook.com/traillabs/', 'linkedin': '', 'shopping': '1', 'instagram': 'https://www.instagram.com/traillabs/', 'pinterest': '', 'hot-drinks': '', 'hard-drinks': '', 'tripadvisor': '', 'reverbnation': ''}
2021-06-02 14:21:44,505 ⚜️  Cartomancer 🗺  〉 WARNING 〉 Making a new category for manufacturing.
2021-06-02 14:21:44,531 ⚜️  Cartomancer 🗺  〉 WARNING 〉 We made a new category object named manufacturing.
2021-06-02 14:21:44,531 ⚜️  Cartomancer 🗺  〉 WARNING 〉 {'name': 'Brown Derby', 'yelp': '', 'email': '', 'houzz': '', 'owner': '', 'phone': '', 'dining': '', 'unlist': '', 'address': '', 'contact': '', 'twitter': '', 'website': '', 'youtube': '', 'category': 'Shopping', 'facebook': '', 'linkedin': '', 'shopping': '1', 'instagram': '', 'pinterest': '', 'hot-drinks': '', 'hard-drinks': '', 'tripadvisor': '', 'reverbnation': ''}
2021-06-02 14:21:44,532 ⚜️  Cartomancer 🗺  〉 WARNING 〉 {'name': 'City Market', 'yelp': '', 'email': 'marketmanager@historiccstreet.com', 'houzz': '', 'phone': '', 'unlist': '', 'address': '', 'twitter': '', 'website': '', 'youtube': '', 'category': '', 'facebook': '', 'linkedin': '', 'instagram': '', 'pinterest': '', 'tripadvisor': '', 'reverbnation': ''}
2021-06-02 14:21:44,532 ⚜️  Cartomancer 🗺  〉 WARNING 〉 {'name': 'MosaicaRose', 'yelp': '', 'email': 'mosaica2@sbcglobal.net', 'houzz': '', 'owner': '', 'party': '', 'phone': '', 'dining': '', 'unlist': '', 'address': '305 East Commercial', 'contact': 'Christine Schilling', 'rentals': '1', 'twitter': '', 'website': 'http://mosaicarose.com', 'youtube': '', 'category': 'Arts', 'facebook': 'https://www.facebook.com/MosaicaRose/', 'linkedin': '', 'shopping': '', 'instagram': '', 'pinterest': '', 'hot-drinks': '', 'hard-drinks': '', 'tripadvisor': '', 'reverbnation': ''}
2021-06-02 14:21:44,532 ⚜️  Cartomancer 🗺  〉 WARNING 〉 Making a new category for arts.
2021-06-02 14:21:44,557 ⚜️  Cartomancer 🗺  〉 WARNING 〉 We made a new category object named arts.
2021-06-02 14:21:44,558 ⚜️  Cartomancer 🗺  〉 WARNING 〉 {'name': 'Pizza House', 'yelp': '', 'email': '', 'houzz': '', 'owner': '', 'phone': '(417) 881-4073', 'dining': '1', 'unlist': '', 'address': '312 East Commercial', 'contact': '', 'twitter': '', 'website': 'http://www.springfieldpizzahouse.com', 'youtube': '', 'category': 'Food and Drink', 'facebook': 'https://www.facebook.com/SpringfieldPizzaHouse/', 'linkedin': '', 'instagram': '', 'pinterest': '', 'tripadvisor': '', 'reverbnation': ''}
2021-06-02 14:21:44,558 ⚜️  Cartomancer 🗺  〉 WARNING 〉 {'name': 'Price Cutter', 'yelp': '', 'email': '', 'houzz': '', 'owner': '', 'phone': '', 'dining': '', 'unlist': '', 'address': '', 'contact': '', 'twitter': '', 'website': '', 'youtube': '', 'category': 'Shopping', 'facebook': '', 'linkedin': '', 'shopping': '1', 'instagram': '', 'pinterest': '', 'hot-drinks': '', 'hard-drinks': '', 'tripadvisor': '', 'reverbnation': ''}
2021-06-02 14:21:44,559 ⚜️  Cartomancer 🗺  〉 WARNING 〉 {'name': 'Vecino Group', 'yelp': '', 'email': 'sally@vecinogroup.com', 'houzz': '', 'phone': '(417) 720-1577', 'unlist': '', 'address': '305 West Commercial', 'contact': 'Sally Terry', 'twitter': '', 'website': 'https://vecinogroup.com', 'youtube': '', 'category': 'Services', 'facebook': 'https://www.facebook.com/Vecinogroup/', 'linkedin': '', 'instagram': 'https://www.instagram.com/thevecinogroup/', 'pinterest': '', 'tripadvisor': '', 'reverbnation': ''}
2021-06-02 14:21:44,559 ⚜️  Cartomancer 🗺  〉 WARNING 〉 {'name': 'BNSF Services', 'unlist': '', 'category': 'Manufacturing'}
2021-06-02 14:21:44,559 ⚜️  Cartomancer 🗺  〉 WARNING 〉 {'name': 'Café Basilico', 'yelp': '', 'email': 'sistersinthyme@msn.com', 'houzz': '', 'owner': '', 'phone': '(417) 873-9224', 'dining': '1', 'unlist': '', 'address': '306 East Commercial', 'contact': '', 'twitter': '', 'website': '', 'youtube': '', 'category': 'Food and Drink', 'facebook': 'https://www.facebook.com/CafeBasilicoSpringfield/', 'linkedin': '', 'instagram': '', 'pinterest': '', 'hot-drinks': '1', 'tripadvisor': '', 'reverbnation': ''}
2021-06-02 14:21:44,560 ⚜️  Cartomancer 🗺  〉 WARNING 〉 {'name': "Crystal's Cuts", 'yelp': '', 'email': 'crystalscuts@yahoo.com', 'houzz': '', 'phone': '(417) 413-0201', 'unlist': '', 'address': '332 East Commercial', 'twitter': '', 'website': '', 'youtube': '', 'category': 'Services', 'facebook': 'https://www.facebook.com/crystalscuts/', 'linkedin': '', 'instagram': '', 'pinterest': '', 'tripadvisor': '', 'reverbnation': ''}
2021-06-02 14:21:44,560 ⚜️  Cartomancer 🗺  〉 WARNING 〉 {'name': 'Dance with Me', 'yelp': '', 'email': 'dance@dancewithme.us', 'houzz': '', 'owner': 'Savoy Ballroom', 'party': '', 'phone': '(417) 869-6789', 'dining': '', 'unlist': '', 'address': '', 'contact': 'Anne Walls, Andy Walls', 'rentals': '', 'twitter': 'https://twitter.com/anne_and_andy', 'website': 'https://www.dancewithme.us', 'youtube': '', 'category': 'Services', 'facebook': 'https://www.facebook.com/dancewithme.us/', 'linkedin': '', 'shopping': '', 'instagram': 'https://www.instagram.com/cstreetsavoy/?hl=en', 'pinterest': 'https://www.pinterest.com/savoyballroom/boards/', 'activities': '1', 'hot-drinks': '', 'hard-drinks': '', 'tripadvisor': '', 'reverbnation': ''}
2021-06-02 14:21:44,560 ⚜️  Cartomancer 🗺  〉 WARNING 〉 {'name': 'Faith Stocker', 'yelp': '', 'houzz': '', 'phone': '(417) 862-2955', 'unlist': '', 'address': '314 West Commercial', 'twitter': '', 'website': '', 'youtube': '', 'category': 'Services', 'facebook': '', 'linkedin': '', 'instagram': '', 'pinterest': '', 'tripadvisor': '', 'reverbnation': ''}
2021-06-02 14:21:44,561 ⚜️  Cartomancer 🗺  〉 WARNING 〉 {'name': 'Imaginational', 'unlist': '', 'address': '406 West Commercial', 'category': 'Services'}
2021-06-02 14:21:44,561 ⚜️  Cartomancer 🗺  〉 WARNING 〉 {'name': "Hakaar's Bazaar", 'yelp': '', 'email': 'owners@hakaarsbazaar.com', 'houzz': '', 'owner': '', 'phone': '(417) 771-8420', 'dining': '', 'unlist': '', 'address': '217 West Commercial', 'contact': '', 'twitter': '', 'website': 'http://hakaarsbazaar.com', 'youtube': '', 'category': 'Shopping', 'facebook': 'https://www.facebook.com/hakaarsbazaar/', 'linkedin': '', 'shopping': '1', 'instagram': '', 'pinterest': '', 'hot-drinks': '', 'hard-drinks': '', 'tripadvisor': '', 'reverbnation': ''}
2021-06-02 14:21:44,561 ⚜️  Cartomancer 🗺  〉 WARNING 〉 {'name': "Reed's Plumbing", 'unlist': '', 'address': '611 West Commercial', 'category': 'Services'}
2021-06-02 14:21:44,562 ⚜️  Cartomancer 🗺  〉 WARNING 〉 {'name': 'Savoy Ballroom', 'yelp': '', 'email': 'Events and Venues@cstreetsavoy.com', 'houzz': '', 'owner': '', 'party': '1', 'phone': '', 'dining': '', 'unlist': '', 'address': '224 East Commercial', 'contact': 'Andy Walls, Anne Walls', 'twitter': '', 'website': 'https://cstreetsavoy.com', 'youtube': '', 'category': 'Events and Venues', 'facebook': 'https://www.facebook.com/SavoyBallroom/', 'linkedin': '', 'shopping': '', 'instagram': '', 'pinterest': '', 'hot-drinks': '', 'hard-drinks': '', 'tripadvisor': '', 'reverbnation': ''}
2021-06-02 14:21:44,562 ⚜️  Cartomancer 🗺  〉 WARNING 〉 Making a new category for events-and-venues.
2021-06-02 14:21:44,587 ⚜️  Cartomancer 🗺  〉 WARNING 〉 We made a new category object named events-and-venues.
2021-06-02 14:21:44,588 ⚜️  Cartomancer 🗺  〉 WARNING 〉 {'name': 'Triad Graphics', 'yelp': '', 'email': 'info@triadgraphics.net', 'houzz': '', 'phone': '(417) 865-8150', 'unlist': '', 'address': '404 West Commercial', 'twitter': '', 'website': 'https://triadgraphics.net', 'youtube': '', 'category': 'Services', 'facebook': 'https://www.facebook.com/TriadGraphicsInc/', 'linkedin': '', 'instagram': '', 'pinterest': '', 'tripadvisor': '', 'reverbnation': ''}
2021-06-02 14:21:44,588 ⚜️  Cartomancer 🗺  〉 WARNING 〉 {'name': 'Commercial Club', 'unlist': '', 'category': 'Services'}
2021-06-02 14:21:44,588 ⚜️  Cartomancer 🗺  〉 WARNING 〉 {'name': 'Dr. Dewar Dental', 'unlist': '', 'category': 'Services'}
2021-06-02 14:21:44,589 ⚜️  Cartomancer 🗺  〉 WARNING 〉 {'name': "MJ's Flea Market", 'yelp': '', 'email': '', 'houzz': '', 'owner': '', 'phone': '(417) 831-9441', 'dining': '', 'unlist': '', 'address': '208 East Commercial', 'contact': '', 'twitter': '', 'website': '', 'youtube': '', 'category': 'Shopping', 'facebook': 'https://www.facebook.com/pages/MJs-Flea-Mart/537992372890902', 'linkedin': '', 'shopping': '1', 'instagram': '', 'pinterest': '', 'hot-drinks': '', 'hard-drinks': '', 'tripadvisor': '', 'reverbnation': ''}
2021-06-02 14:21:44,589 ⚜️  Cartomancer 🗺  〉 WARNING 〉 {'name': 'Paul Hall Signs', 'unlist': '', 'category': 'Manufacturing'}
2021-06-02 14:21:44,589 ⚜️  Cartomancer 🗺  〉 WARNING 〉 {'name': 'Prixel Creative', 'yelp': '', 'email': 'justin@prixelcreative.com', 'houzz': '', 'owner': '', 'party': '', 'phone': '(417) 501-1414', 'dining': '', 'unlist': '', 'address': '311 West Commercial', 'contact': 'Justin Skinner', 'rentals': '1', 'twitter': '', 'website': 'https://www.prixelcreative.com', 'youtube': '', 'category': 'Services', 'facebook': 'https://www.facebook.com/PrixelCreative/', 'linkedin': '', 'shopping': '', 'instagram': 'http://instagram.com/prixelcreative', 'pinterest': '', 'hot-drinks': '', 'hard-drinks': '', 'tripadvisor': '', 'reverbnation': ''}
2021-06-02 14:21:44,590 ⚜️  Cartomancer 🗺  〉 WARNING 〉 {'name': 'Things to Savor'}
2021-06-02 14:21:44,590 ⚜️  Cartomancer 🗺  〉 WARNING 〉 {'name': 'Askinosie & Bilyeu', 'yelp': '', 'email': 'bilyeulaw@live.com', 'houzz': '', 'phone': '(417) 866-4094', 'unlist': '', 'address': '', 'twitter': '', 'website': '', 'youtube': '', 'category': 'Services', 'facebook': 'https://www.facebook.com/pages/Askinosie-And-Bilyeu-Llc/191826234202786', 'linkedin': '', 'instagram': '', 'pinterest': '', 'tripadvisor': '', 'reverbnation': ''}
2021-06-02 14:21:44,590 ⚜️  Cartomancer 🗺  〉 WARNING 〉 {'name': 'Fireside Gallery', 'yelp': '', 'email': '', 'houzz': '', 'owner': 'Eurasia Coffee & Tea', 'phone': '', 'unlist': '', 'address': '445 East Commercial', 'contact': '', 'twitter': '', 'website': '', 'youtube': '', 'category': 'Events and Venues', 'facebook': '', 'linkedin': '', 'instagram': '', 'pinterest': '', 'tripadvisor': '', 'reverbnation': ''}
2021-06-02 14:21:44,590 ⚜️  Cartomancer 🗺  〉 WARNING 〉 {'name': 'Lewis Boxing Gym', 'yelp': '', 'houzz': '', 'phone': '(417) 631-9356', 'unlist': '', 'address': '434 West Commercial', 'twitter': '', 'website': '', 'youtube': '', 'category': 'Services', 'facebook': 'https://www.facebook.com/Lewis-Boxing-Gym-360703240617616/', 'linkedin': '', 'instagram': '', 'pinterest': '', 'tripadvisor': '', 'reverbnation': ''}
2021-06-02 14:21:44,591 ⚜️  Cartomancer 🗺  〉 WARNING 〉 {'name': "Lindberg's Tavern", 'yelp': '', 'email': 'lindbergsbooking@gmail.com', 'houzz': '', 'owner': '', 'party': '1', 'phone': '(417) 868-8900', 'dining': '1', 'unlist': '', 'address': '318 West Commercial', 'contact': '', 'rentals': '', 'twitter': 'http://twitter.com/lindbergsbar', 'website': '', 'youtube': 'http://www.youtube.com/user/lindbergsbar/videos', 'category': 'Food and Drink', 'facebook': 'https://www.facebook.com/lindbergs/', 'linkedin': '', 'shopping': '', 'instagram': 'http://instagram.com/lindbergsbar', 'pinterest': '', 'activities': '1', 'hot-drinks': '', 'hard-drinks': '1', 'tripadvisor': '', 'reverbnation': 'https://www.reverbnation.com/venue/lindbergs'}
2021-06-02 14:21:44,591 ⚜️  Cartomancer 🗺  〉 WARNING 〉 {'name': 'Bridge Upholstery', 'yelp': '', 'email': 'BridgeUpholsteryAndDrapery@gmail.com', 'houzz': 'http://www.houzz.com/pro/bridgeworkroom/bridge-upholstery-and-drapery', 'phone': '(417) 429-1243', 'unlist': '', 'address': '202 East Commercial', 'contact': 'Robbyn Bybee', 'twitter': 'https://twitter.com/Bridge_Workroom', 'website': 'http://bridgeupholsteryanddrapery.com', 'youtube': '', 'category': 'Services', 'facebook': 'https://www.facebook.com/Bridge-Upholstery-and-Drapery-172470956469700/', 'linkedin': '', 'instagram': 'https://www.instagram.com/bridgeupholstery/', 'pinterest': 'https://www.pinterest.com/bridgeuphol0342/', 'tripadvisor': '', 'reverbnation': ''}
2021-06-02 14:21:44,591 ⚜️  Cartomancer 🗺  〉 WARNING 〉 {'name': "Gilmore's Tea Room", 'yelp': '', 'email': 'robingilmore60@gmail.com', 'houzz': '', 'owner': '', 'party': '1', 'phone': '(417) 866-7000', 'dining': '1', 'unlist': '', 'address': '211 East Commercial', 'contact': 'Robin Gilmore', 'twitter': '', 'website': 'https://msgilmores.com/', 'youtube': '', 'category': 'Food and Drink', 'facebook': 'https://www.facebook.com/msgilmorestearoom/', 'linkedin': '', 'shopping': '1', 'instagram': 'https://www.instagram.com/msgilmores/', 'pinterest': 'https://www.pinterest.com/rgilmore/', 'hot-drinks': '1', 'hard-drinks': '', 'tripadvisor': '', 'reverbnation': ''}
2021-06-02 14:21:44,592 ⚜️  Cartomancer 🗺  〉 WARNING 〉 {'name': 'Groce & DeArmon Law', 'yelp': '', 'houzz': '', 'phone': '(417) 862-3706', 'unlist': '', 'address': '1705 North Jefferson Avenue', 'twitter': '', 'website': 'https://www.mobankruptcylaw.com', 'youtube': '', 'category': 'Services', 'facebook': 'https://www.facebook.com/mobankruptcylaw/', 'linkedin': '', 'instagram': '', 'pinterest': '', 'tripadvisor': '', 'reverbnation': ''}
2021-06-02 14:21:44,592 ⚜️  Cartomancer 🗺  〉 WARNING 〉 {'name': 'Jon Van Arkel Law', 'yelp': '', 'email': 'jonvanarkel@outlook.com', 'houzz': '', 'phone': '(417) 866-4834', 'unlist': '', 'address': '', 'twitter': '', 'website': '', 'youtube': '', 'category': 'Services', 'facebook': 'https://www.facebook.com/Jon-Van-Arkel-Attorney-119865288078263/', 'linkedin': '', 'instagram': '', 'pinterest': '', 'tripadvisor': '', 'reverbnation': ''}
2021-06-02 14:21:44,592 ⚜️  Cartomancer 🗺  〉 WARNING 〉 {'name': "The Artisan's Oven", 'yelp': '', 'email': 'cccrosby@att.net', 'houzz': '', 'owner': '', 'phone': '(417) 885-5030', 'dining': '1', 'unlist': '', 'address': '206 East Commercial', 'contact': 'Craig Crosby', 'twitter': '', 'website': '', 'youtube': '', 'category': 'Food and Drink', 'facebook': 'https://www.facebook.com/the.artisans.oven/', 'linkedin': '', 'shopping': '1', 'instagram': '', 'pinterest': '', 'hot-drinks': '', 'hard-drinks': '', 'tripadvisor': '', 'reverbnation': ''}
2021-06-02 14:21:44,593 ⚜️  Cartomancer 🗺  〉 WARNING 〉 {'name': 'The Summit Lounge', 'yelp': '', 'email': '', 'houzz': '', 'owner': 'Café Cusco, LLC', 'party': '1', 'phone': '', 'dining': '1', 'unlist': '', 'address': '', 'contact': '', 'twitter': '', 'website': '', 'youtube': '', 'category': 'Events and Venues', 'facebook': '', 'linkedin': '', 'shopping': '', 'instagram': '', 'pinterest': '', 'hot-drinks': '', 'hard-drinks': '1', 'tripadvisor': '', 'reverbnation': ''}
2021-06-02 14:21:44,593 ⚜️  Cartomancer 🗺  〉 WARNING 〉 {'name': "Van Gogh's Eeterie", 'yelp': 'https://www.yelp.com/biz/atFuZ3zubni83n3t0NLWdg', 'email': 'info@vangoghseeterie.com', 'houzz': '', 'owner': 'Café Cusco, LLC', 'party': '1', 'phone': '(417) 344-0085', 'dining': '1', 'unlist': '', 'address': '334 East Commercial', 'contact': 'Joe Gidman, Claire Gidman, Caity Joyce', 'twitter': '', 'website': 'https://www.vangoghseeterie.com', 'youtube': '', 'category': 'Food and Drink', 'facebook': 'https://www.facebook.com/VanGoghsEeterie/', 'linkedin': '', 'shopping': '', 'instagram': 'https://www.instagram.com/van_goghs417', 'pinterest': '', 'hot-drinks': '', 'hard-drinks': '', 'tripadvisor': 'https://www.tripadvisor.com/13803112', 'reverbnation': ''}
2021-06-02 14:21:44,594 ⚜️  Cartomancer 🗺  〉 WARNING 〉 {'name': "Della's Beauty Plus", 'yelp': '', 'email': 'dellasbeautyplus@yahoo.com', 'houzz': '', 'owner': '', 'phone': '(417) 720-1194', 'dining': '', 'unlist': '', 'address': '221 East Commercial', 'contact': '', 'twitter': '', 'website': '', 'youtube': '', 'category': 'Services', 'facebook': 'https://www.facebook.com/dellasbeautypls/', 'linkedin': '', 'shopping': '1', 'instagram': '', 'pinterest': '', 'hot-drinks': '', 'hard-drinks': '', 'tripadvisor': '', 'reverbnation': ''}
2021-06-02 14:21:44,594 ⚜️  Cartomancer 🗺  〉 WARNING 〉 {'name': 'Eurasia Coffee & Tea', 'yelp': '', 'email': 'info@eurasiacafe.org', 'houzz': '', 'owner': '', 'phone': '(417) 869-1366', 'dining': '1', 'unlist': '', 'address': '445 East Commercial', 'contact': '', 'twitter': '', 'website': 'http://eurasiacoffeeandtea.com', 'youtube': '', 'category': 'Food and Drink', 'facebook': 'https://www.facebook.com/eurasiacoffeeandtea/', 'linkedin': '', 'instagram': '', 'pinterest': '', 'hot-drinks': '1', 'tripadvisor': '', 'reverbnation': ''}
